sentence,gold_pos,gold_dependencies
The movie looks fantastic.,"[('The', 'RB'), ('movie', 'PRP'), ('looks', 'DT'), ('fantastic.', 'VB')]","[('movie', 'fantastic.', 'root'), ('looks', 'The', 'root'), ('looks', 'movie', 'nsubj'), ('movie', 'movie', 'root')]"
This design feels boring.,"[('This', 'PRP'), ('design', 'DT'), ('feels', 'RB'), ('boring.', 'DT')]","[('feels', 'boring.', 'nsubj'), ('This', 'This', 'nsubj'), ('design', 'boring.', 'nsubj'), ('This', 'This', 'root')]"
The movie feels fantastic.,"[('The', 'VB'), ('movie', 'NN'), ('feels', 'PRP'), ('fantastic.', 'JJ')]","[('The', 'feels', 'obj'), ('feels', 'movie', 'nsubj'), ('feels', 'feels', 'nsubj'), ('feels', 'feels', 'obj')]"
The movie is boring.,"[('The', 'VB'), ('movie', 'JJ'), ('is', 'JJ'), ('boring.', 'JJ')]","[('is', 'is', 'root'), ('The', 'boring.', 'obj'), ('boring.', 'movie', 'nsubj'), ('The', 'is', 'obj')]"
The experience was great.,"[('The', 'NN'), ('experience', 'DT'), ('was', 'DT'), ('great.', 'VB')]","[('great.', 'was', 'root'), ('experience', 'The', 'root'), ('The', 'experience', 'nsubj'), ('experience', 'was', 'root')]"
The product was fantastic.,"[('The', 'PRP'), ('product', 'PRP'), ('was', 'PRP'), ('fantastic.', 'VB')]","[('The', 'The', 'root'), ('product', 'was', 'nsubj'), ('product', 'fantastic.', 'nsubj'), ('product', 'The', 'obj')]"
This design looks great.,"[('This', 'NN'), ('design', 'JJ'), ('looks', 'PRP'), ('great.', 'NN')]","[('great.', 'design', 'nsubj'), ('design', 'great.', 'nsubj'), ('great.', 'This', 'nsubj'), ('This', 'great.', 'obj')]"
The experience looks great.,"[('The', 'VB'), ('experience', 'PRP'), ('looks', 'DT'), ('great.', 'JJ')]","[('The', 'The', 'obj'), ('The', 'great.', 'obj'), ('The', 'experience', 'nsubj'), ('looks', 'great.', 'obj')]"
This service feels great.,"[('This', 'JJ'), ('service', 'PRP'), ('feels', 'NN'), ('great.', 'RB')]","[('This', 'great.', 'nsubj'), ('feels', 'feels', 'root'), ('service', 'This', 'nsubj'), ('great.', 'feels', 'obj')]"
The app seems terrible.,"[('The', 'VB'), ('app', 'JJ'), ('seems', 'RB'), ('terrible.', 'PRP')]","[('The', 'The', 'obj'), ('The', 'The', 'nsubj'), ('The', 'terrible.', 'nsubj'), ('seems', 'app', 'root')]"
The movie seems great.,"[('The', 'VB'), ('movie', 'RB'), ('seems', 'JJ'), ('great.', 'JJ')]","[('The', 'great.', 'obj'), ('The', 'The', 'root'), ('seems', 'seems', 'root'), ('movie', 'great.', 'obj')]"
The product was fantastic.,"[('The', 'DT'), ('product', 'RB'), ('was', 'JJ'), ('fantastic.', 'PRP')]","[('The', 'product', 'obj'), ('was', 'fantastic.', 'nsubj'), ('The', 'product', 'nsubj'), ('The', 'The', 'root')]"
This service was awful.,"[('This', 'VB'), ('service', 'PRP'), ('was', 'RB'), ('awful.', 'JJ')]","[('This', 'This', 'root'), ('This', 'was', 'obj'), ('service', 'service', 'root'), ('service', 'was', 'root')]"
The experience looks fantastic.,"[('The', 'VB'), ('experience', 'RB'), ('looks', 'RB'), ('fantastic.', 'PRP')]","[('The', 'The', 'root'), ('experience', 'experience', 'root'), ('The', 'experience', 'obj'), ('fantastic.', 'The', 'root')]"
This design seems innovative.,"[('This', 'NN'), ('design', 'NN'), ('seems', 'JJ'), ('innovative.', 'NN')]","[('This', 'innovative.', 'obj'), ('seems', 'innovative.', 'root'), ('design', 'innovative.', 'obj'), ('seems', 'seems', 'nsubj')]"
This service feels great.,"[('This', 'VB'), ('service', 'RB'), ('feels', 'NN'), ('great.', 'PRP')]","[('service', 'great.', 'obj'), ('great.', 'feels', 'obj'), ('service', 'service', 'nsubj'), ('service', 'service', 'obj')]"
The app is terrible.,"[('The', 'PRP'), ('app', 'JJ'), ('is', 'JJ'), ('terrible.', 'RB')]","[('is', 'is', 'obj'), ('The', 'app', 'obj'), ('terrible.', 'terrible.', 'nsubj'), ('app', 'The', 'root')]"
The product looks terrible.,"[('The', 'PRP'), ('product', 'JJ'), ('looks', 'VB'), ('terrible.', 'PRP')]","[('terrible.', 'terrible.', 'root'), ('product', 'The', 'root'), ('looks', 'terrible.', 'root'), ('terrible.', 'looks', 'obj')]"
The experience seems awful.,"[('The', 'PRP'), ('experience', 'JJ'), ('seems', 'NN'), ('awful.', 'JJ')]","[('awful.', 'experience', 'obj'), ('seems', 'seems', 'nsubj'), ('seems', 'The', 'obj'), ('awful.', 'The', 'root')]"
This design looks great.,"[('This', 'RB'), ('design', 'NN'), ('looks', 'RB'), ('great.', 'RB')]","[('looks', 'This', 'nsubj'), ('great.', 'great.', 'obj'), ('design', 'looks', 'root'), ('This', 'great.', 'nsubj')]"
The experience is fantastic.,"[('The', 'RB'), ('experience', 'JJ'), ('is', 'JJ'), ('fantastic.', 'RB')]","[('experience', 'experience', 'obj'), ('experience', 'fantastic.', 'nsubj'), ('is', 'fantastic.', 'obj'), ('fantastic.', 'The', 'obj')]"
The app is boring.,"[('The', 'JJ'), ('app', 'NN'), ('is', 'VB'), ('boring.', 'RB')]","[('The', 'is', 'root'), ('The', 'app', 'obj'), ('The', 'app', 'root'), ('The', 'The', 'obj')]"
The app was fantastic.,"[('The', 'RB'), ('app', 'PRP'), ('was', 'DT'), ('fantastic.', 'NN')]","[('app', 'The', 'root'), ('fantastic.', 'was', 'root'), ('was', 'app', 'root'), ('fantastic.', 'fantastic.', 'root')]"
This design was boring.,"[('This', 'RB'), ('design', 'RB'), ('was', 'RB'), ('boring.', 'DT')]","[('design', 'This', 'root'), ('design', 'design', 'nsubj'), ('boring.', 'This', 'obj'), ('design', 'boring.', 'nsubj')]"
This design feels boring.,"[('This', 'DT'), ('design', 'JJ'), ('feels', 'PRP'), ('boring.', 'JJ')]","[('design', 'This', 'obj'), ('boring.', 'design', 'nsubj'), ('feels', 'feels', 'nsubj'), ('boring.', 'boring.', 'nsubj')]"
The product is awful.,"[('The', 'PRP'), ('product', 'VB'), ('is', 'DT'), ('awful.', 'NN')]","[('product', 'product', 'root'), ('The', 'awful.', 'nsubj'), ('is', 'The', 'obj'), ('awful.', 'awful.', 'obj')]"
The movie is boring.,"[('The', 'NN'), ('movie', 'DT'), ('is', 'VB'), ('boring.', 'NN')]","[('boring.', 'is', 'root'), ('The', 'boring.', 'obj'), ('boring.', 'boring.', 'nsubj'), ('The', 'is', 'obj')]"
The experience was fantastic.,"[('The', 'NN'), ('experience', 'PRP'), ('was', 'NN'), ('fantastic.', 'PRP')]","[('experience', 'fantastic.', 'obj'), ('The', 'fantastic.', 'nsubj'), ('experience', 'fantastic.', 'nsubj'), ('was', 'experience', 'obj')]"
The product seems awful.,"[('The', 'DT'), ('product', 'RB'), ('seems', 'NN'), ('awful.', 'PRP')]","[('The', 'seems', 'nsubj'), ('The', 'awful.', 'root'), ('awful.', 'awful.', 'root'), ('awful.', 'product', 'root')]"
This service looks awful.,"[('This', 'PRP'), ('service', 'DT'), ('looks', 'PRP'), ('awful.', 'PRP')]","[('awful.', 'awful.', 'obj'), ('This', 'looks', 'root'), ('This', 'awful.', 'obj'), ('service', 'looks', 'root')]"
The product feels great.,"[('The', 'DT'), ('product', 'PRP'), ('feels', 'JJ'), ('great.', 'RB')]","[('feels', 'product', 'root'), ('feels', 'great.', 'nsubj'), ('feels', 'The', 'obj'), ('great.', 'feels', 'obj')]"
This design feels fantastic.,"[('This', 'JJ'), ('design', 'PRP'), ('feels', 'DT'), ('fantastic.', 'PRP')]","[('design', 'feels', 'nsubj'), ('This', 'feels', 'obj'), ('design', 'feels', 'root'), ('feels', 'This', 'root')]"
This service is innovative.,"[('This', 'VB'), ('service', 'RB'), ('is', 'VB'), ('innovative.', 'DT')]","[('is', 'innovative.', 'nsubj'), ('This', 'This', 'obj'), ('This', 'service', 'obj'), ('service', 'innovative.', 'nsubj')]"
The movie seems awful.,"[('The', 'RB'), ('movie', 'JJ'), ('seems', 'NN'), ('awful.', 'JJ')]","[('seems', 'The', 'root'), ('awful.', 'The', 'nsubj'), ('The', 'The', 'root'), ('awful.', 'movie', 'obj')]"
The experience was amazing.,"[('The', 'NN'), ('experience', 'JJ'), ('was', 'NN'), ('amazing.', 'DT')]","[('was', 'experience', 'root'), ('amazing.', 'was', 'nsubj'), ('The', 'amazing.', 'obj'), ('amazing.', 'was', 'root')]"
The product was amazing.,"[('The', 'NN'), ('product', 'PRP'), ('was', 'NN'), ('amazing.', 'DT')]","[('amazing.', 'was', 'obj'), ('The', 'amazing.', 'nsubj'), ('amazing.', 'was', 'nsubj'), ('was', 'The', 'root')]"
This design looks awful.,"[('This', 'DT'), ('design', 'NN'), ('looks', 'VB'), ('awful.', 'NN')]","[('design', 'design', 'nsubj'), ('This', 'This', 'obj'), ('awful.', 'looks', 'root'), ('This', 'design', 'obj')]"
The experience is mediocre.,"[('The', 'VB'), ('experience', 'NN'), ('is', 'JJ'), ('mediocre.', 'RB')]","[('mediocre.', 'mediocre.', 'nsubj'), ('The', 'experience', 'obj'), ('is', 'mediocre.', 'obj'), ('mediocre.', 'mediocre.', 'nsubj')]"
The app is awful.,"[('The', 'NN'), ('app', 'VB'), ('is', 'DT'), ('awful.', 'DT')]","[('The', 'The', 'obj'), ('app', 'app', 'root'), ('awful.', 'is', 'root'), ('The', 'app', 'obj')]"
The movie looks great.,"[('The', 'VB'), ('movie', 'VB'), ('looks', 'RB'), ('great.', 'JJ')]","[('looks', 'looks', 'obj'), ('movie', 'The', 'obj'), ('looks', 'movie', 'nsubj'), ('looks', 'great.', 'nsubj')]"
The movie is amazing.,"[('The', 'NN'), ('movie', 'NN'), ('is', 'PRP'), ('amazing.', 'JJ')]","[('The', 'The', 'root'), ('movie', 'The', 'nsubj'), ('amazing.', 'amazing.', 'obj'), ('amazing.', 'is', 'obj')]"
The movie looks terrible.,"[('The', 'JJ'), ('movie', 'VB'), ('looks', 'JJ'), ('terrible.', 'RB')]","[('The', 'movie', 'root'), ('terrible.', 'looks', 'nsubj'), ('looks', 'terrible.', 'root'), ('movie', 'terrible.', 'obj')]"
The movie was awful.,"[('The', 'PRP'), ('movie', 'VB'), ('was', 'DT'), ('awful.', 'NN')]","[('awful.', 'was', 'obj'), ('awful.', 'movie', 'root'), ('awful.', 'was', 'obj'), ('was', 'awful.', 'obj')]"
The app was mediocre.,"[('The', 'NN'), ('app', 'JJ'), ('was', 'RB'), ('mediocre.', 'RB')]","[('was', 'The', 'nsubj'), ('app', 'was', 'root'), ('app', 'mediocre.', 'obj'), ('was', 'The', 'root')]"
The product feels amazing.,"[('The', 'JJ'), ('product', 'NN'), ('feels', 'VB'), ('amazing.', 'PRP')]","[('amazing.', 'feels', 'nsubj'), ('The', 'feels', 'root'), ('feels', 'feels', 'obj'), ('The', 'The', 'nsubj')]"
The movie seems terrible.,"[('The', 'RB'), ('movie', 'VB'), ('seems', 'PRP'), ('terrible.', 'PRP')]","[('seems', 'The', 'root'), ('movie', 'movie', 'obj'), ('seems', 'The', 'nsubj'), ('terrible.', 'movie', 'nsubj')]"
The experience feels fantastic.,"[('The', 'NN'), ('experience', 'JJ'), ('feels', 'VB'), ('fantastic.', 'NN')]","[('fantastic.', 'feels', 'obj'), ('fantastic.', 'experience', 'root'), ('fantastic.', 'feels', 'obj'), ('experience', 'fantastic.', 'obj')]"
The experience looks mediocre.,"[('The', 'VB'), ('experience', 'RB'), ('looks', 'VB'), ('mediocre.', 'PRP')]","[('looks', 'The', 'obj'), ('experience', 'The', 'obj'), ('experience', 'looks', 'nsubj'), ('mediocre.', 'The', 'nsubj')]"
This service seems terrible.,"[('This', 'VB'), ('service', 'NN'), ('seems', 'NN'), ('terrible.', 'PRP')]","[('This', 'service', 'obj'), ('seems', 'This', 'obj'), ('service', 'This', 'obj'), ('terrible.', 'This', 'obj')]"
The app feels terrible.,"[('The', 'NN'), ('app', 'JJ'), ('feels', 'NN'), ('terrible.', 'NN')]","[('app', 'app', 'obj'), ('feels', 'app', 'obj'), ('terrible.', 'The', 'obj'), ('terrible.', 'app', 'obj')]"
This service was mediocre.,"[('This', 'NN'), ('service', 'DT'), ('was', 'VB'), ('mediocre.', 'PRP')]","[('was', 'was', 'obj'), ('mediocre.', 'This', 'root'), ('was', 'This', 'nsubj'), ('was', 'mediocre.', 'root')]"
This service is awful.,"[('This', 'NN'), ('service', 'JJ'), ('is', 'JJ'), ('awful.', 'RB')]","[('This', 'service', 'nsubj'), ('service', 'This', 'obj'), ('awful.', 'awful.', 'nsubj'), ('awful.', 'service', 'root')]"
The movie looks terrible.,"[('The', 'VB'), ('movie', 'JJ'), ('looks', 'VB'), ('terrible.', 'NN')]","[('The', 'looks', 'root'), ('terrible.', 'looks', 'nsubj'), ('The', 'looks', 'root'), ('looks', 'movie', 'obj')]"
The experience was innovative.,"[('The', 'PRP'), ('experience', 'JJ'), ('was', 'NN'), ('innovative.', 'NN')]","[('was', 'experience', 'nsubj'), ('experience', 'The', 'nsubj'), ('was', 'innovative.', 'root'), ('innovative.', 'The', 'root')]"
The app is amazing.,"[('The', 'DT'), ('app', 'NN'), ('is', 'RB'), ('amazing.', 'RB')]","[('is', 'The', 'root'), ('is', 'The', 'obj'), ('is', 'app', 'obj'), ('amazing.', 'The', 'nsubj')]"
The app seems amazing.,"[('The', 'NN'), ('app', 'NN'), ('seems', 'RB'), ('amazing.', 'VB')]","[('app', 'amazing.', 'nsubj'), ('seems', 'The', 'root'), ('app', 'app', 'nsubj'), ('seems', 'amazing.', 'obj')]"
This design seems fantastic.,"[('This', 'VB'), ('design', 'RB'), ('seems', 'NN'), ('fantastic.', 'PRP')]","[('fantastic.', 'seems', 'nsubj'), ('fantastic.', 'This', 'obj'), ('This', 'fantastic.', 'obj'), ('This', 'design', 'root')]"
The experience was awful.,"[('The', 'PRP'), ('experience', 'NN'), ('was', 'NN'), ('awful.', 'DT')]","[('awful.', 'awful.', 'root'), ('was', 'experience', 'root'), ('experience', 'experience', 'root'), ('was', 'experience', 'root')]"
The product seems great.,"[('The', 'JJ'), ('product', 'RB'), ('seems', 'NN'), ('great.', 'DT')]","[('product', 'The', 'obj'), ('product', 'seems', 'nsubj'), ('great.', 'great.', 'nsubj'), ('The', 'great.', 'obj')]"
The movie looks awful.,"[('The', 'DT'), ('movie', 'VB'), ('looks', 'JJ'), ('awful.', 'VB')]","[('The', 'looks', 'nsubj'), ('awful.', 'looks', 'root'), ('looks', 'looks', 'nsubj'), ('awful.', 'looks', 'obj')]"
The experience looks boring.,"[('The', 'JJ'), ('experience', 'RB'), ('looks', 'NN'), ('boring.', 'NN')]","[('boring.', 'The', 'obj'), ('experience', 'boring.', 'nsubj'), ('The', 'The', 'root'), ('boring.', 'The', 'nsubj')]"
The product looks awful.,"[('The', 'PRP'), ('product', 'NN'), ('looks', 'JJ'), ('awful.', 'JJ')]","[('product', 'The', 'nsubj'), ('product', 'awful.', 'obj'), ('product', 'product', 'nsubj'), ('looks', 'awful.', 'obj')]"
The movie was great.,"[('The', 'PRP'), ('movie', 'DT'), ('was', 'RB'), ('great.', 'PRP')]","[('was', 'was', 'root'), ('The', 'The', 'root'), ('great.', 'movie', 'obj'), ('movie', 'The', 'root')]"
The product feels amazing.,"[('The', 'RB'), ('product', 'JJ'), ('feels', 'DT'), ('amazing.', 'NN')]","[('product', 'feels', 'root'), ('amazing.', 'product', 'root'), ('feels', 'product', 'obj'), ('feels', 'feels', 'nsubj')]"
The app feels awful.,"[('The', 'DT'), ('app', 'JJ'), ('feels', 'NN'), ('awful.', 'VB')]","[('awful.', 'feels', 'obj'), ('feels', 'awful.', 'root'), ('app', 'awful.', 'root'), ('The', 'The', 'nsubj')]"
This design was innovative.,"[('This', 'RB'), ('design', 'DT'), ('was', 'NN'), ('innovative.', 'JJ')]","[('This', 'was', 'root'), ('was', 'innovative.', 'obj'), ('This', 'innovative.', 'obj'), ('design', 'This', 'root')]"
The product was boring.,"[('The', 'NN'), ('product', 'NN'), ('was', 'VB'), ('boring.', 'NN')]","[('The', 'product', 'root'), ('was', 'The', 'root'), ('boring.', 'The', 'obj'), ('was', 'was', 'nsubj')]"
This design is mediocre.,"[('This', 'NN'), ('design', 'JJ'), ('is', 'RB'), ('mediocre.', 'DT')]","[('is', 'This', 'nsubj'), ('This', 'mediocre.', 'root'), ('mediocre.', 'mediocre.', 'obj'), ('This', 'is', 'obj')]"
The app is great.,"[('The', 'VB'), ('app', 'NN'), ('is', 'VB'), ('great.', 'NN')]","[('is', 'app', 'obj'), ('is', 'great.', 'obj'), ('app', 'great.', 'nsubj'), ('great.', 'app', 'obj')]"
This design was mediocre.,"[('This', 'NN'), ('design', 'VB'), ('was', 'NN'), ('mediocre.', 'RB')]","[('was', 'design', 'nsubj'), ('was', 'design', 'nsubj'), ('was', 'mediocre.', 'obj'), ('mediocre.', 'This', 'root')]"
This design was terrible.,"[('This', 'PRP'), ('design', 'JJ'), ('was', 'PRP'), ('terrible.', 'RB')]","[('was', 'was', 'root'), ('was', 'design', 'root'), ('was', 'terrible.', 'nsubj'), ('design', 'was', 'nsubj')]"
The product feels fantastic.,"[('The', 'VB'), ('product', 'VB'), ('feels', 'PRP'), ('fantastic.', 'VB')]","[('The', 'feels', 'root'), ('feels', 'product', 'obj'), ('product', 'feels', 'nsubj'), ('product', 'product', 'nsubj')]"
The movie was innovative.,"[('The', 'DT'), ('movie', 'NN'), ('was', 'JJ'), ('innovative.', 'RB')]","[('movie', 'The', 'nsubj'), ('movie', 'was', 'root'), ('The', 'The', 'obj'), ('was', 'was', 'obj')]"
The movie looks fantastic.,"[('The', 'JJ'), ('movie', 'NN'), ('looks', 'NN'), ('fantastic.', 'PRP')]","[('fantastic.', 'fantastic.', 'obj'), ('movie', 'looks', 'obj'), ('looks', 'looks', 'nsubj'), ('The', 'The', 'nsubj')]"
This design looks terrible.,"[('This', 'NN'), ('design', 'PRP'), ('looks', 'DT'), ('terrible.', 'NN')]","[('This', 'design', 'obj'), ('design', 'terrible.', 'root'), ('This', 'design', 'nsubj'), ('This', 'terrible.', 'nsubj')]"
The app seems terrible.,"[('The', 'VB'), ('app', 'DT'), ('seems', 'PRP'), ('terrible.', 'DT')]","[('terrible.', 'The', 'root'), ('The', 'The', 'root'), ('seems', 'terrible.', 'nsubj'), ('seems', 'app', 'obj')]"
This design feels amazing.,"[('This', 'VB'), ('design', 'DT'), ('feels', 'JJ'), ('amazing.', 'JJ')]","[('This', 'amazing.', 'obj'), ('design', 'amazing.', 'obj'), ('This', 'This', 'nsubj'), ('feels', 'amazing.', 'root')]"
The experience feels boring.,"[('The', 'VB'), ('experience', 'RB'), ('feels', 'VB'), ('boring.', 'DT')]","[('The', 'experience', 'obj'), ('experience', 'The', 'root'), ('The', 'boring.', 'nsubj'), ('boring.', 'boring.', 'root')]"
This design feels terrible.,"[('This', 'VB'), ('design', 'JJ'), ('feels', 'VB'), ('terrible.', 'NN')]","[('This', 'terrible.', 'root'), ('This', 'terrible.', 'obj'), ('feels', 'terrible.', 'nsubj'), ('terrible.', 'design', 'obj')]"
The movie looks terrible.,"[('The', 'NN'), ('movie', 'DT'), ('looks', 'JJ'), ('terrible.', 'JJ')]","[('looks', 'looks', 'root'), ('terrible.', 'terrible.', 'nsubj'), ('looks', 'terrible.', 'root'), ('movie', 'movie', 'obj')]"
The app is fantastic.,"[('The', 'DT'), ('app', 'VB'), ('is', 'PRP'), ('fantastic.', 'VB')]","[('app', 'fantastic.', 'nsubj'), ('is', 'The', 'root'), ('The', 'The', 'nsubj'), ('The', 'The', 'nsubj')]"
The movie is boring.,"[('The', 'VB'), ('movie', 'PRP'), ('is', 'DT'), ('boring.', 'NN')]","[('movie', 'is', 'obj'), ('movie', 'movie', 'obj'), ('boring.', 'is', 'root'), ('boring.', 'movie', 'obj')]"
The movie seems innovative.,"[('The', 'NN'), ('movie', 'JJ'), ('seems', 'VB'), ('innovative.', 'RB')]","[('innovative.', 'seems', 'root'), ('The', 'innovative.', 'obj'), ('innovative.', 'innovative.', 'nsubj'), ('innovative.', 'The', 'root')]"
The movie is terrible.,"[('The', 'DT'), ('movie', 'RB'), ('is', 'NN'), ('terrible.', 'DT')]","[('is', 'movie', 'obj'), ('terrible.', 'The', 'nsubj'), ('is', 'movie', 'nsubj'), ('movie', 'The', 'nsubj')]"
The app looks fantastic.,"[('The', 'DT'), ('app', 'NN'), ('looks', 'RB'), ('fantastic.', 'NN')]","[('app', 'looks', 'obj'), ('looks', 'looks', 'nsubj'), ('The', 'looks', 'nsubj'), ('fantastic.', 'fantastic.', 'obj')]"
This design looks awful.,"[('This', 'JJ'), ('design', 'NN'), ('looks', 'PRP'), ('awful.', 'JJ')]","[('looks', 'awful.', 'root'), ('awful.', 'This', 'root'), ('This', 'looks', 'obj'), ('looks', 'looks', 'root')]"
This design is great.,"[('This', 'VB'), ('design', 'DT'), ('is', 'RB'), ('great.', 'NN')]","[('is', 'design', 'nsubj'), ('This', 'design', 'root'), ('great.', 'This', 'obj'), ('This', 'great.', 'obj')]"
The app was boring.,"[('The', 'VB'), ('app', 'DT'), ('was', 'VB'), ('boring.', 'NN')]","[('app', 'app', 'root'), ('boring.', 'boring.', 'nsubj'), ('app', 'boring.', 'root'), ('app', 'boring.', 'obj')]"
The experience seems mediocre.,"[('The', 'VB'), ('experience', 'DT'), ('seems', 'VB'), ('mediocre.', 'PRP')]","[('mediocre.', 'mediocre.', 'nsubj'), ('seems', 'mediocre.', 'root'), ('mediocre.', 'mediocre.', 'root'), ('The', 'The', 'root')]"
This service looks innovative.,"[('This', 'RB'), ('service', 'PRP'), ('looks', 'VB'), ('innovative.', 'PRP')]","[('service', 'This', 'root'), ('This', 'looks', 'obj'), ('This', 'looks', 'nsubj'), ('This', 'This', 'root')]"
This service looks terrible.,"[('This', 'DT'), ('service', 'JJ'), ('looks', 'PRP'), ('terrible.', 'JJ')]","[('terrible.', 'This', 'obj'), ('terrible.', 'service', 'root'), ('service', 'looks', 'nsubj'), ('looks', 'service', 'nsubj')]"
This service feels awful.,"[('This', 'PRP'), ('service', 'JJ'), ('feels', 'VB'), ('awful.', 'JJ')]","[('awful.', 'feels', 'obj'), ('This', 'feels', 'obj'), ('feels', 'feels', 'nsubj'), ('This', 'awful.', 'root')]"
This design looks awful.,"[('This', 'DT'), ('design', 'JJ'), ('looks', 'JJ'), ('awful.', 'JJ')]","[('This', 'looks', 'root'), ('This', 'looks', 'obj'), ('design', 'looks', 'obj'), ('design', 'design', 'obj')]"
The product was great.,"[('The', 'NN'), ('product', 'DT'), ('was', 'RB'), ('great.', 'DT')]","[('was', 'product', 'obj'), ('was', 'The', 'root'), ('product', 'was', 'obj'), ('The', 'great.', 'obj')]"
